ID	Length	SRX9120574	SRX9120575	SRX9120576	SRX9120577	SRX9120578	SRX9120579
ENSG00000257052	3999	11.0	3.5	54.5	42.0	2.0	5.5
ENSG00000130724	7499	9148.0	11091.0	34062.0	37531.0	8181.5	14153.0
ENSG00000183060	3999	564.0	678.5	393.5	375.0	121.0	170.0
ENSG00000254631	7499	64.5	90.5	124.5	122.5	75.5	148.0
ENSG00000143457	4499	81.0	103.5	57.5	50.0	2.5	4.0
ENSG00000167900	16499	2467.0	2404.0	3332.5	2741.0	1453.0	2375.5
ENSG00000130270	5499	4.5	10.5	76.5	98.5	5.0	7.5
ENSG00000158805	15499	116.0	120.5	572.0	569.0	44.5	56.0
ENSG00000132612	13999	2954.0	3380.0	2874.0	2740.5	2711.0	4463.0
ENSG00000163481	3999	944.0	1091.5	954.0	1046.5	505.0	867.5
ENSG00000220785	8999	1611.5	2132.0	3443.5	3619.5	4118.5	5020.5
ENSG00000176142	14499	41.5	46.5	436.0	453.5	12.5	19.5
ENSG00000141759	12499	725.5	862.5	639.5	616.0	675.0	1010.0
ENSG00000180979	9499	316.0	323.0	576.0	491.0	177.5	225.5
ENSG00000259642	4999	11.0	20.5	45.5	35.5	169.5	279.0
ENSG00000198901	10499	1093.5	1196.0	632.0	498.5	382.0	573.5
ENSG00000272764	5999	32.5	33.5	60.5	63.5	553.5	747.0
ENSG00000145337	8999	286.0	198.5	248.5	200.5	364.5	542.5
ENSG00000258725	13499	103.0	160.0	271.0	242.0	457.5	770.0
ENSG00000196110	3999	84.5	118.5	94.5	96.0	43.0	86.0
ENSG00000234937	11499	199.0	187.0	176.0	207.0	491.0	705.0
ENSG00000256294	3999	61.5	84.5	69.5	54.5	8.0	14.5
ENSG00000007312	11999	0.0	1.0	612.5	629.0	1.0	1.0
ENSG00000201920	17499	124.5	140.5	2057.5	1964.0	199.5	335.5
ENSG00000077312	7999	299.0	407.0	1443.0	1322.0	123.5	163.0
ENSG00000145022	5999	88.0	87.5	185.0	157.5	84.0	199.5
ENSG00000123600	5499	45.0	76.0	10.5	10.5	28.5	45.5
ENSG00000105135	9499	1258.5	1460.5	757.0	776.0	499.0	851.0
ENSG00000229043	6999	72.5	88.5	254.5	265.5	28.0	47.0
ENSG00000224799	4499	114.0	124.5	29.0	26.0	23.5	34.5
ENSG00000124449	5999	3.0	3.0	235.0	247.0	34.0	28.5
ENSG00000269054	4499	53.5	94.0	189.5	187.5	13.0	44.5
ENSG00000160193	32553	171.0	225.5	711.5	703.5	140.0	262.5
ENSG00000064999	4499	53.5	69.0	76.0	73.0	6.5	5.5
ENSG00000185684	3999	233.5	295.0	678.0	628.5	24.0	45.5
ENSG00000136436	9499	192.5	260.5	743.5	726.0	60.0	55.5
ENSG00000172216	14499	201.5	221.0	353.0	309.5	4578.5	7836.5
ENSG00000259192	4999	21.0	21.5	10.0	9.5	44.0	135.5
ENSG00000269987	7999	4389.0	4823.0	3064.5	2907.5	1550.0	3303.5
ENSG00000100711	14999	752.5	906.5	1626.5	1533.0	58.0	123.0
ENSG00000117862	4999	440.0	311.5	1511.0	895.0	135.0	104.5
ENSG00000225610	5499	186.0	248.5	104.0	77.5	18.0	61.5
ENSG00000123989	5999	84.5	88.0	768.0	467.0	386.0	657.0
ENSG00000167778	6999	511.5	520.0	280.0	320.5	201.5	437.0
ENSG00000186063	27999	1133.0	1400.5	2320.5	2120.5	466.0	570.5
ENSG00000136908	3999	168.5	144.5	201.0	169.5	175.5	326.5
ENSG00000096080	38499	924.5	1012.5	4727.0	4366.0	3187.0	5108.0
ENSG00000262160	3999	36.5	15.5	63.5	41.0	18.0	16.5
ENSG00000188451	11499	73.5	83.0	123.0	155.5	1063.5	1754.5
ENSG00000235098	10999	438.5	589.0	1693.5	1648.0	2330.0	3902.0
ENSG00000180376	5499	969.5	1109.0	130.5	130.5	26.5	34.0
ENSG00000212569	4499	17.0	8.0	16.0	33.0	34.0	65.0
ENSG00000158458	4999	11.0	15.5	54.5	81.5	2.5	6.0
ENSG00000186834	8499	167.0	134.0	517.5	409.5	1086.5	1631.5
ENSG00000186687	14499	98.0	90.5	320.5	277.0	19.5	16.0
ENSG00000175662	19499	407.5	431.0	488.5	446.0	3145.0	5663.0
ENSG00000077380	7999	192.0	242.0	147.0	112.0	55.0	90.5
ENSG00000149657	7999	1431.5	1617.0	2684.5	2700.0	2552.5	3573.5
ENSG00000269495	3999	377.0	491.0	1483.0	1398.0	358.0	668.5
ENSG00000188807	8499	216.5	288.5	1526.0	1523.0	114.5	137.0
ENSG00000140534	6999	103.0	120.0	494.5	454.0	4.0	18.0
ENSG00000115738	6499	87.5	90.5	296.5	176.5	225.0	283.0
ENSG00000261030	5499	6.0	4.0	77.0	87.0	30.5	72.5
ENSG00000227799	5499	47.5	80.5	58.5	50.0	58.0	89.5
ENSG00000130741	5499	2381.5	2930.0	2816.5	2679.5	1701.5	1615.5
ENSG00000252082	10999	209.0	220.0	427.0	427.0	1420.0	2447.5
ENSG00000116459	6499	95.0	112.0	101.0	98.0	53.0	84.5
ENSG00000123353	7499	647.5	774.5	566.0	541.0	466.0	725.0
ENSG00000270084	3999	3319.0	3644.5	1564.0	1743.0	1420.0	2045.5
ENSG00000048405	7499	72.5	86.0	294.0	240.0	31.5	44.5
ENSG00000259460	10499	168.0	226.0	217.5	204.5	489.0	889.5
ENSG00000257410	8999	1295.0	1547.5	788.0	805.0	483.0	787.0
ENSG00000237172	6999	462.5	535.5	412.0	413.0	69.5	114.5
ENSG00000155256	8999	39.5	38.0	305.5	248.0	39.0	60.0
ENSG00000254907	5999	128.0	152.0	57.5	81.5	193.0	316.5
ENSG00000196152	5999	987.0	1149.5	727.0	694.0	3569.0	6025.0
ENSG00000139190	10499	181.0	245.0	2817.0	2679.5	326.0	604.5
ENSG00000239486	3999	35.0	60.5	17.5	12.0	167.5	318.5
ENSG00000270948	22499	397.5	434.5	579.0	494.5	46.5	66.0
ENSG00000121406	7499	21.5	14.0	146.5	127.5	229.5	458.0
ENSG00000115484	3999	242.5	46.5	207.5	109.5	58.0	122.5
ENSG00000148229	5499	380.0	251.5	377.5	248.0	182.5	213.0
ENSG00000261408	5999	1806.5	2128.5	696.5	705.5	235.5	389.0
ENSG00000228277	17499	82.5	82.5	59.0	61.0	524.0	840.0
ENSG00000115419	10999	1736.5	2050.5	1040.0	1000.0	419.5	590.0
ENSG00000041880	5999	96.5	67.0	371.0	388.0	57.5	94.0
ENSG00000185485	4999	17.0	15.5	99.5	90.0	29.0	53.5
ENSG00000221978	9999	47.0	25.0	761.5	680.0	528.0	721.5
ENSG00000251883	6499	685.0	765.0	398.5	296.5	33.5	93.0
ENSG00000125885	6499	412.0	525.0	457.5	446.5	81.0	145.0
ENSG00000101084	6999	464.0	304.5	449.0	392.5	431.5	687.0
ENSG00000246283	4999	193.5	247.5	308.0	247.0	13.0	39.0
ENSG00000166143	7499	231.5	293.5	202.0	215.0	162.0	219.0
ENSG00000240494	19499	390.5	419.5	1598.5	1568.0	5259.0	8836.0
ENSG00000175906	9499	35.5	27.0	1085.0	992.5	254.0	386.0
ENSG00000260369	18499	81.5	113.0	450.5	426.0	688.5	1063.5
ENSG00000149328	3999	21.5	37.5	23.0	33.0	12.5	22.0
ENSG00000173992	10499	419.0	340.0	939.5	960.5	290.5	480.5
ENSG00000136122	6999	799.0	905.0	1097.0	1015.5	111.0	218.5
ENSG00000230613	6499	78.5	107.0	53.0	86.0	53.0	73.5
ENSG00000132199	4999	470.0	188.5	479.0	487.5	39.5	47.0
ENSG00000126768	5999	116.0	146.5	281.0	289.5	149.5	248.5
ENSG00000132470	23999	10638.0	12364.5	3978.5	3956.0	8556.0	14102.0
ENSG00000154710	3999	53.5	36.5	101.0	60.0	3.0	1.0
ENSG00000258405	4999	0.0	0.0	108.0	85.0	1.0	1.0
ENSG00000122406	3999	387.0	449.5	198.0	234.5	1368.5	1871.0
ENSG00000253559	8999	810.0	1005.0	1176.5	1106.0	988.0	1283.5
ENSG00000164733	13999	1570.0	1743.5	2280.5	2143.0	668.0	883.0
ENSG00000254741	16999	1588.5	1893.0	4242.5	4064.0	1628.5	2802.0
ENSG00000138592	16499	37.0	25.5	277.5	337.0	5.0	10.0
ENSG00000212864	14499	1438.5	1689.5	4482.5	4240.0	711.5	1202.0
ENSG00000270760	10999	36.5	46.0	167.5	224.5	863.5	1284.5
ENSG00000145386	13999	653.5	723.5	361.5	292.0	275.5	442.0
ENSG00000204308	15999	1418.0	1706.5	1117.0	1045.5	1379.0	2549.0
ENSG00000134186	8499	57.0	57.5	134.5	132.5	440.0	718.5
ENSG00000119616	3999	238.5	316.0	182.0	147.0	73.5	73.0
ENSG00000265388	4999	679.0	772.0	688.5	651.0	200.0	342.0
ENSG00000268471	5499	20.5	12.0	16.0	15.5	198.0	301.5
ENSG00000167094	7999	275.0	376.0	688.5	715.5	91.0	144.5
ENSG00000173175	12499	391.5	465.5	332.5	306.5	12.5	48.5
ENSG00000248409	9499	501.5	644.0	419.0	418.0	134.5	401.5
ENSG00000252774	20499	310.0	437.5	477.0	442.0	440.5	749.0
ENSG00000184678	8999	26.0	21.5	418.0	336.5	918.5	1151.0
ENSG00000243960	5499	53.5	49.5	197.5	208.5	429.5	840.5
ENSG00000167513	18499	1656.5	2076.5	4571.0	5338.5	3951.5	5623.0
ENSG00000168148	17999	133.5	152.0	429.0	379.0	159.5	216.0
ENSG00000229036	9999	682.0	741.5	1055.0	1146.0	604.0	1270.5
ENSG00000233487	6499	35.5	64.0	606.0	503.5	129.0	235.5
ENSG00000123146	14499	1418.5	1646.0	2581.0	2363.0	1395.5	2326.0
ENSG00000130299	3999	58.0	51.5	63.0	62.5	50.0	82.5
ENSG00000132475	10499	92.5	67.0	213.5	236.5	1889.0	3247.5
ENSG00000160229	7499	146.5	148.5	44.5	34.5	7.0	5.5
ENSG00000169896	5999	0.5	1.0	182.5	156.5	0.0	3.0
ENSG00000175305	6499	70.5	50.0	162.5	148.5	6.0	4.0
ENSG00000263369	10499	108.5	103.0	239.0	261.0	59.5	57.0
ENSG00000273391	14999	218.5	239.0	660.5	653.5	1267.0	1683.5
ENSG00000267002	10499	135.0	165.0	386.5	432.5	88.5	142.5
ENSG00000196374	22999	82.0	90.5	883.0	844.5	3752.0	6458.5
ENSG00000145919	7999	655.0	531.0	307.0	286.0	304.5	512.0
ENSG00000184792	5999	27.5	28.5	87.0	90.5	5.5	14.0
ENSG00000167994	4999	20.0	26.5	108.0	112.5	29.0	39.5
ENSG00000170873	3999	208.5	264.0	332.0	356.0	457.0	496.5
ENSG00000065613	6999	1312.0	1521.0	2052.5	2185.5	1159.0	1710.5
ENSG00000167693	8999	1005.5	1159.5	957.0	963.5	180.0	276.0
ENSG00000146426	5999	111.0	134.0	54.5	40.5	6.0	16.0
ENSG00000266509	5999	46.0	72.5	131.5	69.0	9.5	21.0
ENSG00000055332	4499	610.5	757.0	133.5	152.0	43.0	82.0
ENSG00000063438	4499	247.0	277.5	396.0	428.5	1671.5	2164.5
